Number of Attributes,Key Generation Time,Encryption Time,Decryption Time,File Size (bytes)
138,5.245208740234375e-06,4.5299530029296875e-06,4.0531158447265625e-06,565738
139,2.7894973754882812e-05,7.152557373046875e-06,5.245208740234375e-06,565738
140,6.9141387939453125e-06,4.5299530029296875e-06,4.5299530029296875e-06,565738
141,5.9604644775390625e-06,4.291534423828125e-06,4.5299530029296875e-06,565738
142,5.4836273193359375e-06,4.291534423828125e-06,4.0531158447265625e-06,565738
143,5.7220458984375e-06,4.291534423828125e-06,4.0531158447265625e-06,565738
144,5.4836273193359375e-06,4.76837158203125e-06,4.291534423828125e-06,565738
145,6.4373016357421875e-06,4.5299530029296875e-06,5.9604644775390625e-06,565738
146,5.7220458984375e-06,4.5299530029296875e-06,4.291534423828125e-06,565738
147,5.245208740234375e-06,4.5299530029296875e-06,4.291534423828125e-06,565738
148,6.4373016357421875e-06,4.5299530029296875e-06,4.291534423828125e-06,565738
149,6.4373016357421875e-06,5.245208740234375e-06,4.291534423828125e-06,565738
150,6.67572021484375e-06,4.76837158203125e-06,4.0531158447265625e-06,565738
151,2.193450927734375e-05,5.4836273193359375e-06,4.5299530029296875e-06,565738
152,6.198883056640625e-06,4.291534423828125e-06,4.5299530029296875e-06,565738
153,5.4836273193359375e-06,4.291534423828125e-06,4.0531158447265625e-06,565738
154,5.245208740234375e-06,7.915496826171875e-05,0.00018215179443359375,565738
155,1.5497207641601562e-05,8.106231689453125e-06,7.152557373046875e-06,565738
156,1.4066696166992188e-05,5.245208740234375e-06,4.5299530029296875e-06,565738
